18;weiblich;deutsch;grün;grüne ampel;beige, schwarz;beige, schwarz;;gold;;schwarz;wut,liebe, lust;weiß;True;strahlt ruhe aus;entspannend;weiß;blau;krieg;;;2;;;;;gelb;violett;True
27;männlich;deutsch;gelb;sonne;schwarz, grau;grau, schwarz;;blau;;rot;achtung!, signalfareb;weiß;True;passt;gemütlich;weiß;;liebe;True;lgbtq;1;;pink;orange;schwarz;grün, blau;blau;
18;weiblich;deutsch-vietnamesisch;grün;;schwarz;beige;weiß;beige;;schwarz;liebe;weiß;False;;gemütlich;;braun;krieg;True;lgbtq+;1;rot;gelb;weiß;schwarz;violett;rosa;
18;weiblich;deutsch;grün;hoffnung;blau;schwarz;weiß;;;schwarz;aufregung;weiß;True;hell;gemütlich, warm;;helle farben;krieg;True;lgbtqia+;7;gold;blau;rot;grau;grün;hellblau;True
18;;russisch;gelb;intuitiv;schwarz;weiß;;schwarz;;schwarz;liebe, wut;weiß;False;;entspannt, ruhig;weiß;;krieg;True;sexuelle orientierungen;4;gelb;rosa;braun;schwarz;orange;weiß;False
18;männlich;deutsch;hellblau;leichtigkeit;weiß;schwarz;;schwarz;weiß;rot;energie;weiß;False;;ruhig;weiß;gelb;krieg;True;sexuelle orientierung;7;rosa;rot;schwarz;orange;blau;hellblau;True
19;weiblich;;weiß;reinheit, hell;;dunkelblau;schwarz;weiß;;beige;leidenschaft, gefahr, achtung;weißrosa;True;früher lieblingsfarben;;weiß;hellblau;liebe;True;lgbtq+;2;braun;gelb;weiß;rot;schwarz;hellblau;
18;männlich;westlich;grün;kleeblatt;schwarz,weiß,beige,blau;gold;silber;gold;;mattschwarz;liebe,weihnachten;grau,weiß;False;;entspannt;weiß;weiß;liebe;True;lgbtq,gleichberechtigungallergeschlechter;3;gold;rosa,lila;braun;schwarz;grün,lila,blau;blau;False
18;weiblich;deutsch;grün;kleeblatt,symbolisch;schwarz,lila;dunkelblau;rot;rot;;gelb;liebe;weiß,grau;True;schlicht,passtzuvielem;harmonisch,gemütlich;grau,weiß;leichtefarben;liebe;True;lgbtq+,prideflag;8;orange;rosa;hellblau;braun;grau;violett;False
31;männlich;deutsch;blau;lieblingsfarbe;blau;rot;violett;türkis;;blau;korrektur;weiß;False;;angenehm;grün;weiß;liebe;False;;7;pink;rot;blau;braun;schwarz;hellblau;False
